beta,configuration,epoch,inner_fold,kl_schedule,outer_fold,representation,run_identifier,run_seed,stage,subset,train_kl_normalized,train_kl_unnormalized,train_loss,train_reconstruction_loss,validation_kl_normalized,validation_kl_unnormalized,validation_loss,validation_reconstruction_loss
1.0,c8x16_z64_spectral_composite_beta1_constant,16,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004332473245,6.069795016767,0.031172571761,0.026840098434,0.005489184862,7.690347992072,0.030931032411,0.025441846834
1.0,c8x16_z64_spectral_composite_beta1_constant,17,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004665396096,6.536219931045,0.030474329615,0.025808933632,0.005071212395,7.104768564721,0.030052510818,0.024981297913
1.0,c8x16_z64_spectral_composite_beta1_constant,18,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004424334081,6.198492047529,0.030150997971,0.025726663955,0.004970232863,6.963296241119,0.029379619583,0.024409386165
1.0,c8x16_z64_spectral_composite_beta1_constant,19,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004696376265,6.579623147061,0.029806547827,0.025110171994,0.004889628289,6.850369233043,0.029451630399,0.024562002481
1.0,c8x16_z64_spectral_composite_beta1_constant,20,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004745486801,6.648427008262,0.030047080049,0.025301593044,0.00556564235,7.797464931712,0.029040096954,0.023474454113
1.0,c8x16_z64_spectral_composite_beta1_constant,21,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004995009085,6.998007728122,0.029153096926,0.024158087732,0.004831479988,6.768903463828,0.029103785331,0.024272305891
1.0,c8x16_z64_spectral_composite_beta1_constant,22,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004401726925,6.166819421869,0.029529222212,0.025127495513,0.00568984385,7.971471233528,0.028801596653,0.023111752587
1.0,c8x16_z64_spectral_composite_beta1_constant,23,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005417300511,7.589638016561,0.029107364632,0.023690064482,0.005257424488,7.365651707689,0.028506341539,0.023248917603
1.0,c8x16_z64_spectral_composite_beta1_constant,24,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004585468397,6.424241224484,0.029077134103,0.024491665663,0.005093906133,7.136562491665,0.028354673529,0.023260767689
1.0,c8x16_z64_spectral_composite_beta1_constant,25,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004999041344,7.003656923606,0.028854372315,0.023855330897,0.005045887353,7.069288181658,0.028286611145,0.023240724297
1.0,c8x16_z64_spectral_composite_beta1_constant,26,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004617873044,6.469640134774,0.028749480374,0.024131607558,0.005176481401,7.252250442986,0.028298129695,0.0231216481
1.0,c8x16_z64_spectral_composite_beta1_constant,27,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005115751254,7.16716750639,0.028699547207,0.023583795875,0.005539839862,7.761315646292,0.028204108878,0.0226642689
1.0,c8x16_z64_spectral_composite_beta1_constant,28,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005059314401,7.088099475713,0.028928693007,0.023869378843,0.005072592153,7.106701606462,0.02827671704,0.023204124494
1.0,c8x16_z64_spectral_composite_beta1_constant,29,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004962061973,6.951848823938,0.028586609851,0.02362454762,0.005642415855,7.905024612651,0.028177456054,0.022535040208
1.0,c8x16_z64_spectral_composite_beta1_constant,30,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005119984812,7.173098721332,0.028384044581,0.02326405958,0.004910872519,6.880132398685,0.027903786133,0.022992912836
1.0,c8x16_z64_spectral_composite_beta1_constant,31,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004760316882,6.669203951088,0.028317911483,0.023557594521,0.0053422697,7.484519850306,0.027818750308,0.022476481462
1.0,c8x16_z64_spectral_composite_beta1_constant,32,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005337931267,7.478441704673,0.028598335672,0.023260404534,0.005398824299,7.563752843552,0.027973057405,0.022574233705
1.0,c8x16_z64_spectral_composite_beta1_constant,33,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.0048516999,6.797231560599,0.028255860891,0.023404161098,0.004939318857,6.919985719088,0.027743252166,0.022803933414
1.0,c8x16_z64_spectral_composite_beta1_constant,34,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004939072821,6.919641021876,0.028183444421,0.023244371478,0.005475319183,7.670922175175,0.027831706727,0.022356387478
1.0,c8x16_z64_spectral_composite_beta1_constant,35,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.0050054424,7.012624802682,0.028516985822,0.023511543571,0.005081517736,7.119206348387,0.02776947821,0.022687960948
1.0,c8x16_z64_spectral_composite_beta1_constant,36,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004898677548,6.863047244476,0.028253301555,0.023354624014,0.005450430182,7.636052684624,0.027822715598,0.022372284998
1.0,c8x16_z64_spectral_composite_beta1_constant,37,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005050010718,7.075065015756,0.027863080745,0.022813070003,0.005237923553,7.338330897964,0.027671476028,0.022433552312
1.0,c8x16_z64_spectral_composite_beta1_constant,38,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004891544743,6.853054185323,0.028261090776,0.023369545839,0.005067912811,7.100145848859,0.027759509881,0.022691596863
1.0,c8x16_z64_spectral_composite_beta1_constant,39,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.00502453326,7.039371096857,0.028639893308,0.0236153601,0.005989833899,8.391757291906,0.027439626059,0.021449791878
1.0,c8x16_z64_spectral_composite_beta1_constant,40,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005549411843,7.774725991933,0.027956236211,0.022406824434,0.005367249662,7.51951677659,0.027412318632,0.0220450691
1.0,c8x16_z64_spectral_composite_beta1_constant,41,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005013371698,7.023733749284,0.028150011102,0.023136639467,0.005431085026,7.608950122064,0.02731085852,0.021879773931
1.0,c8x16_z64_spectral_composite_beta1_constant,42,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005468076585,7.660775295585,0.027997672764,0.022529596313,0.005642323684,7.904895481943,0.027409961494,0.02176763853
1.0,c8x16_z64_spectral_composite_beta1_constant,43,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004865236718,6.816196642424,0.027623985933,0.022758749399,0.004971566928,6.96516526647,0.027455228843,0.022483661317
1.0,c8x16_z64_spectral_composite_beta1_constant,44,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005088602929,7.129132704061,0.027795042698,0.022706440002,0.006028304637,8.445654796953,0.027249810982,0.021221505885
1.0,c8x16_z64_spectral_composite_beta1_constant,45,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005359602838,7.508803576314,0.027762092588,0.022402489738,0.004875109532,6.830028453795,0.027136617332,0.02226150748
1.0,c8x16_z64_spectral_composite_beta1_constant,46,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004723951949,6.618256681183,0.027957775782,0.023233824041,0.00580600682,8.134215555271,0.027370596117,0.021564589438
1.0,c8x16_z64_spectral_composite_beta1_constant,47,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.00558895793,7.830130059303,0.027876386532,0.022287428462,0.005582706798,7.821372224503,0.026996417628,0.021413711111
1.0,c8x16_z64_spectral_composite_beta1_constant,48,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004987205978,6.98707557451,0.027356187862,0.022368982171,0.005219207937,7.312110319859,0.027013492653,0.021794283825
1.0,c8x16_z64_spectral_composite_beta1_constant,49,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.00503826447,7.058608522706,0.027236520336,0.02219825593,0.005362514419,7.512882701489,0.027021411431,0.021658897713
1.0,c8x16_z64_spectral_composite_beta1_constant,50,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004900734098,6.865928471584,0.027413927184,0.02251319289,0.005126978935,7.182897487608,0.026892705531,0.021765726266
1.0,c8x16_z64_spectral_composite_beta1_constant,51,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005077688767,7.113841962946,0.027544691292,0.022467002159,0.005812475553,8.143278250173,0.026702837752,0.020890362733
1.0,c8x16_z64_spectral_composite_beta1_constant,52,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005507649797,7.716217365952,0.027519654756,0.022012005021,0.005499228674,7.704419372462,0.027046386153,0.021547157709
1.0,c8x16_z64_spectral_composite_beta1_constant,53,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004980862842,6.978188840966,0.026933601802,0.021952739336,0.005117568106,7.169712916142,0.026673833628,0.021556265464
1.0,c8x16_z64_spectral_composite_beta1_constant,54,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004935663178,6.914864112135,0.027080862068,0.022145198978,0.005476102056,7.67201898078,0.026787321075,0.02131121903
1.0,c8x16_z64_spectral_composite_beta1_constant,55,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005191199564,7.272870589491,0.026718137471,0.021526937819,0.005435995157,7.61582921533,0.026689544899,0.021253549533
1.0,c8x16_z64_spectral_composite_beta1_constant,56,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005177835643,7.254147735659,0.026749140286,0.021571304783,0.005453777652,7.640742490272,0.026641102336,0.021187325094
1.0,c8x16_z64_spectral_composite_beta1_constant,57,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004921550512,6.895092266748,0.026659350197,0.021737799745,0.005298887432,7.423741292553,0.026637067658,0.021338180866
1.0,c8x16_z64_spectral_composite_beta1_constant,58,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005239582624,7.340655256837,0.027060692562,0.021821110259,0.005375902589,7.531639527874,0.026898940618,0.021523038191
1.0,c8x16_z64_spectral_composite_beta1_constant,59,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004937795838,6.917851968485,0.026915128041,0.021977332114,0.005368525907,7.521304795722,0.02665576345,0.021287238116
1.0,c8x16_z64_spectral_composite_beta1_constant,60,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005278187381,7.394740520752,0.027057987914,0.021779801186,0.005622280819,7.876815427251,0.026299448606,0.020677167844
1.0,c8x16_z64_spectral_composite_beta1_constant,61,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005029238347,7.045962924112,0.026581148021,0.021551909431,0.005200928968,7.286501483757,0.026579527122,0.021378598074
1.0,c8x16_z64_spectral_composite_beta1_constant,62,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005167195071,7.239240295009,0.026513921902,0.021346726751,0.005408790447,7.577715416916,0.026410651996,0.021001860625
1.0,c8x16_z64_spectral_composite_beta1_constant,63,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004928505541,6.904836262362,0.026599896107,0.021671390703,0.005113855012,7.164510871182,0.026449954873,0.021336099556
1.0,c8x16_z64_spectral_composite_beta1_constant,64,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005111942105,7.161830888891,0.026321289111,0.021209346941,0.005341271182,7.483120926288,0.026183253185,0.020841982372
1.0,c8x16_z64_spectral_composite_beta1_constant,65,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004913393912,6.883664870857,0.026221928876,0.021308534745,0.005172362098,7.246479298888,0.025978166673,0.020805804607
1.0,c8x16_z64_spectral_composite_beta1_constant,66,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004976903151,6.972641314826,0.025901385199,0.020924481958,0.005086491347,7.126174377794,0.026020426131,0.020933934213
1.0,c8x16_z64_spectral_composite_beta1_constant,67,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004700352519,6.585193879717,0.025899258171,0.02119890553,0.005159848894,7.228948300626,0.025969412319,0.020809563206
1.0,c8x16_z64_spectral_composite_beta1_constant,68,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005050797196,7.076166871512,0.025973062632,0.02092226493,0.005392167977,7.554427335242,0.02586044343,0.020468275634
1.0,c8x16_z64_spectral_composite_beta1_constant,69,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.00480377017,6.730082008647,0.025852425457,0.021048655372,0.004763473135,6.673625861897,0.025893317614,0.021129844241
1.0,c8x16_z64_spectral_composite_beta1_constant,70,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.00472475459,6.619381180761,0.025685955066,0.020961200199,0.005445445327,7.629068903562,0.025776539812,0.020331095497
1.0,c8x16_z64_spectral_composite_beta1_constant,71,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005123751597,7.178375987795,0.025812826308,0.020689074724,0.005065630927,7.096948928192,0.025740178662,0.0206745474
1.0,c8x16_z64_spectral_composite_beta1_constant,72,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004728782152,6.625023794306,0.025616961565,0.020888179272,0.005111109309,7.160664141679,0.025790604708,0.020679494914
1.0,c8x16_z64_spectral_composite_beta1_constant,73,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005009141345,7.017807024007,0.026009570699,0.021000429338,0.005393563666,7.556382696168,0.025810548237,0.020416984648
1.0,c8x16_z64_spectral_composite_beta1_constant,74,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005028443059,7.044848726067,0.025857384701,0.0208289421,0.00525665379,7.364571960032,0.025470791432,0.020214137159
1.0,c8x16_z64_spectral_composite_beta1_constant,75,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005016841789,7.028595345833,0.02570694267,0.020690100995,0.005206587602,7.294429230089,0.025459341079,0.020252754004
1.0,c8x16_z64_spectral_composite_beta1_constant,76,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004750204963,6.655037153461,0.025540807947,0.020790603058,0.00512439384,7.179275769146,0.025509996168,0.020385602677
1.0,c8x16_z64_spectral_composite_beta1_constant,77,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005025205757,7.040313265,0.025459568602,0.020434362716,0.00535903756,7.508011621587,0.025478934478,0.020119896863
1.0,c8x16_z64_spectral_composite_beta1_constant,78,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004896322726,6.859748138946,0.025703208413,0.020806885554,0.004839570089,6.780237694748,0.025258913448,0.020419344087
1.0,c8x16_z64_spectral_composite_beta1_constant,79,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004584103771,6.422329383544,0.025336085543,0.020751981508,0.00528493814,7.404198333997,0.025488744732,0.020203806648
1.0,c8x16_z64_spectral_composite_beta1_constant,80,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.005011493379,7.0211022237,0.025145489134,0.020133995933,0.004993292102,6.995602235073,0.025304369785,0.020311077603
1.0,c8x16_z64_spectral_composite_beta1_constant,81,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004503409431,6.309276612512,0.024969392877,0.020465983418,0.004869251893,6.821821901979,0.025288547256,0.020419295736
1.0,c8x16_z64_spectral_composite_beta1_constant,82,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004926884981,6.902565858371,0.025398262217,0.020471377133,0.005323921785,7.45881442062,0.025365282273,0.020041360293
1.0,c8x16_z64_spectral_composite_beta1_constant,83,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004773661934,6.687900368857,0.025246896789,0.020473235145,0.004828655907,6.76494692554,0.025235105838,0.020406449918
1.0,c8x16_z64_spectral_composite_beta1_constant,84,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004673707763,6.547864575796,0.025075902796,0.020402194664,0.005230679786,7.32818238074,0.025346449349,0.020115769257
1.0,c8x16_z64_spectral_composite_beta1_constant,85,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.00496460934,6.955417685892,0.025023848608,0.020059238985,0.005175052906,7.250249121369,0.025031030898,0.01985597778
1.0,c8x16_z64_spectral_composite_beta1_constant,86,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004822949726,6.756952565793,0.024960397069,0.020137447229,0.004932907893,6.911003958277,0.025140910902,0.020208002546
1.0,c8x16_z64_spectral_composite_beta1_constant,87,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004729840691,6.626506808062,0.02493603333,0.020206192544,0.005241756029,7.343700196563,0.025059376507,0.019817620891
1.0,c8x16_z64_spectral_composite_beta1_constant,88,1,constant,0,arpls_minmax,strict_core__o0__i1__arpls_minmax__c8x16_z64_spectral_composite_beta1_constant,988169711,vae_search_core,strict_core,0.004941988743,6.923726228466,0.02515778509,0.02021579673,0.005045496202,7.068740179559,0.025053908235,0.020008412683
